osmid,name,amenity,city,district,street,housenumber,lat,lon
n2542062276,Белфармация А РУП Аптека №4,pharmacy,Минск,Ленинский район,улица Янки Лучины,28,n2542062276,53.8389279
n4339649989,Coffee time,cafe,Минск,Советский район,,,n4339649989,53.9190704
n4275769851,,pharmacy,Минск,Фрунзенский район,,,n4275769851,53.9173563
n3627627209,Wake Up Coffee,cafe,Минск,Советский район,улица Веры Хоружей,5,n3627627209,53.917691
n305683511,"Кафе ""Gold""",cafe,Минск,Советский район,,,n305683511,53.9252886
w155400273,д/с №137,kindergarten,Минск,Ленинский район,,,w155400273,53.8486631614574
n2600507057,Porappo Coffee,cafe,Минск,Центральный район,проспект Независимости,39,n2600507057,53.9108197
n4316266671,,pharmacy,Минск,Партизанский район,,,n4316266671,53.8906355
n3635415769,Сакура,restaurant,Минск,Центральный район,,,n3635415769,53.9305546
n2623895148,,pharmacy,Минск,Октябрьский район,,,n2623895148,53.8462231
w341158849,Гимназия №9,school,Минск,Первомайский район,,,w341158849,53.9517483497233
n2629117605,Земляки,cafe,Минск,Фрунзенский район,,,n2629117605,53.8976727
n2593636651,Union Coffee,cafe,Минск,Октябрьский район,Бобруйская улица,6,n2593636651,53.890485
n3951880909,,cafe,Минск,Фрунзенский район,улица Матусевича,,n3951880909,53.915554
w388813299,Маэстро,cafe,Минск,Московский район,,,w388813299,53.8957450938473
w357667214,д/с №490,kindergarten,Минск,Октябрьский район,,,w357667214,53.8800676690687
n3078275837,"ООО ""ИНКОМ""",pharmacy,Минск,Центральный район,Долгиновский тракт,,n3078275837,53.9378354
w347806372,д/с №235,kindergarten,Минск,Московский район,,,w347806372,53.8645806629968
w339588383,,university,Минск,Ленинский район,,,w339588383,53.860681051115
w260319621,д/с №451,kindergarten,Минск,Заводской район,,,w260319621,53.8402427037997
n4172132599,Оливье,restaurant,Минск,Центральный район,,,n4172132599,53.9042399
n4221946146,Art Sushi,cafe,Минск,Советский район,,,n4221946146,53.9431084
w260319476,д/с №301,kindergarten,Минск,Заводской район,,,w260319476,53.8370236111401
n2524190550,Пиццерия,cafe,Минск,Заводской район,улица Голодеда,15,n2524190550,53.8394186
w82624734,д/с №132,kindergarten,Минск,Заводской район,,,w82624734,53.8368210187671
n888067147,Столовая,fast_food,Минск,Московский район,,,n888067147,53.8394789
n560988916,Хуторок,restaurant,Минск,Октябрьский район,,,n560988916,53.8673333
w377732308,СШ №170,school,Минск,Московский район,,,w377732308,53.8714606994564
n4328318409,,cafe,Минск,Партизанский район,,,n4328318409,53.9049218
w88284945,д/с №560,kindergarten,Минск,Московский район,,,w88284945,53.862272807752
n2121242008,Аптека,pharmacy,Минск,Фрунзенский район,,,n2121242008,53.9170478
n807652939,Соль и перец,restaurant,Минск,Советский район,,,n807652939,53.9237953
w25390272,2-ая подстанция скорой помощи,hospital,Минск,Московский район,Харьковская улица,11А,w25390272,53.9026148350638
w194188051,д/с №484,kindergarten,Минск,Ленинский район,,,w194188051,53.8707747762126
n1495285256,,cafe,Минск,Ленинский район,,,n1495285256,53.8776233
n305677849,Пачастунак,cafe,Минск,Октябрьский район,,,n305677849,53.8544401
w25313221,Медпункт,hospital,Минск,Первомайский район,,,w25313221,53.95175525
n3207857835,Белфармация №80,pharmacy,Минск,Ленинский район,,,n3207857835,53.8608101
n593622536,,pharmacy,Минск,Первомайский район,,,n593622536,53.9357645
n4115978959,Dominos Pizza,cafe,Минск,Фрунзенский район,,,n4115978959,53.8835889
w375053064,Гимназия №35,school,Минск,Октябрьский район,,,w375053064,53.8465735298366
n4331370095,Гранд Кушавель,restaurant,Минск,Центральный район,проспект Победителей,104,n4331370095,53.9394542
n4263539589,Буфет Кофе Фудлифт,cafe,Минск,Первомайский район,,,n4263539589,53.9282107
n1265020180,Cтоловая,restaurant,Минск,Первомайский район,,,n1265020180,53.9452955
n3946304449,Аптека,pharmacy,Минск,Московский район,,,n3946304449,53.8593488
w363967697,СШ №150,school,Минск,Фрунзенский район,,,w363967697,53.9265976548987
n3499195585,Столовая,fast_food,Минск,Московский район,,,n3499195585,53.8927205
w25313232,Столовая,fast_food,Минск,Первомайский район,,,w25313232,53.9515712008205
n4082956761,Штолле,cafe,Минск,Центральный район,,,n4082956761,53.9002094
n2365906015,Музыкальная школа №5,school,Минск,Фрунзенский район,,,n2365906015,53.8939804
n305684497,Интерфармакс,pharmacy,Минск,Ленинский район,,,n305684497,53.8750711
n305684584,JTBar,cafe,Минск,Первомайский район,,,n305684584,53.9248384
w361025642,д/с №119,kindergarten,Минск,Московский район,,,w361025642,53.8779371151179
w331601802,д/с №54,kindergarten,Минск,Октябрьский район,,,w331601802,53.8768115030311
n280810355,,pharmacy,Минск,Советский район,,,n280810355,53.9087842
n305683137,Стоматологическая поликлиника №348,hospital,Минск,Партизанский район,улица Азгура,5,n305683137,53.90008
n3258129588,3 - операционный блок,hospital,Минск,Партизанский район,,,n3258129588,53.9014373
w75642928,3-я городская больница,hospital,Минск,Ленинский район,,,w75642928,53.896084982651
n305684917,Аленфарм-Плюс ОДО Аптека №2,pharmacy,Минск,Советский район,Логойский тракт,29,n305684917,53.95381
w380200721,Минская государственная гимназия-колледж искусств,school,Минск,Центральный район,,,w380200721,53.914743279657
n4313248994,Питня,cafe,Минск,Московский район,,,n4313248994,53.8857062
n1870460818,Столовая № 15,fast_food,Минск,Октябрьский район,,,n1870460818,53.8914749
w332099401,д/с №121,kindergarten,Минск,Центральный район,,,w332099401,53.912809087113
w71320867,Детский дом №2,kindergarten,Минск,Первомайский район,,,w71320867,53.94721065
n305684471,Искамед №28,pharmacy,Минск,Ленинский район,,,n305684471,53.8639715
n2183660009,Моя дорогая,cafe,Минск,Центральный район,Комсомольская улица,13,n2183660009,53.902214
n1870460916,Светик-Семицветик,cafe,Минск,Партизанский район,,,n1870460916,53.8921361
w327366181,Минский Государственный Автомеханический колледж (МГАК),college,Минск,Заводской район,,,w327366181,53.8632407455027
n305682203,Шинок у Лявона,restaurant,Минск,Советский район,,,n305682203,53.919936
n560989817,,pharmacy,Минск,Октябрьский район,,,n560989817,53.8518252
w25325913,,hospital,Минск,Партизанский район,улица Румянцева,4,w25325913,53.90643405
w25323396,,university,Минск,Советский район,улица Петруся Бровки,12А,w25323396,53.9152064331637
n2480968181,Светофор,cafe,Минск,Фрунзенский район,,,n2480968181,53.9070682
w286958014,СШ №189,school,Минск,Ленинский район,,,w286958014,53.8729135304834
n1359980086,Зеленый лист №8,pharmacy,Минск,Советский район,,,n1359980086,53.9524947
n2531446914,Три Мушкетёра,restaurant,Минск,Ленинский район,Октябрьская улица,,n2531446914,53.8940349
n2613170229,Музыкальная школа,school,Минск,Советский район,,,n2613170229,53.929846
n4262484090,Сабс,cafe,Минск,Партизанский район,,,n4262484090,53.9073856
n280035033,,pharmacy,Минск,Фрунзенский район,,,n280035033,53.8861456
w331349441,д/с №502,kindergarten,Минск,Центральный район,,,w331349441,53.9303366501994
n1870460963,Столовая,cafe,Минск,Центральный район,,,n1870460963,53.9150829
n305683602,Гомеопатия,pharmacy,Минск,Советский район,,,n305683602,53.90736
n349260177,15 городская детская поликлиника,hospital,Минск,Московский район,,,n349260177,53.8662217
n3051411127,СШ №61,school,Минск,Первомайский район,,,n3051411127,53.9313084
n4157491189,Аптека 17,pharmacy,Минск,Партизанский район,,,n4157491189,53.888328
n4227034303,Phood 4 you ,cafe,Минск,Центральный район,,,n4227034303,53.9117964
n3575465852,QuickCafe,cafe,Минск,Первомайский район,,,n3575465852,53.907699
w96688429,д/с №540,kindergarten,Минск,Фрунзенский район,,,w96688429,53.9107646066722
n4210171689,Столовая Термопласт,restaurant,Минск,Первомайский район,,,n4210171689,53.9429412
w376987590,Минское cуворовское военное училище,college,Минск,Центральный район,,,w376987590,53.9119451567068
w135436196,д/с №507,kindergarten,Минск,Заводской район,,,w135436196,53.8806147194876
r22122,Академия последипломного образования,university,Минск,Советский район,улица Некрасова,20,r22122,53.9331228621134
n1737523961,"Белфармация, №74",pharmacy,Минск,Октябрьский район,,,n1737523961,53.8555147
n2600541683,Pizza Pronto,cafe,Минск,Советский район,,,n2600541683,53.9215255
w294862652,д/с №161,kindergarten,Минск,Ленинский район,,,w294862652,53.8616400263811
w332017060,д/с №408,kindergarten,Минск,Советский район,,,w332017060,53.9235547781765
w337782663,СШ №60,school,Минск,Московский район,,,w337782663,53.896392587162
w336243306,д/с №41,kindergarten,Минск,Фрунзенский район,,,w336243306,53.9175342199509
w435141837,ПТУ № 8 приборостроения,college,Минск,Первомайский район,улица Макаёнка,29,w435141837,53.9159774649376
n2612023298,Детская поликлиника №25,hospital,Минск,Фрунзенский район,,,n2612023298,53.8988109
n2889085546,,pharmacy,Минск,Фрунзенский район,,,n2889085546,53.9289302
n3092873451,Белфармация А РУП Аптека №20,pharmacy,Минск,Московский район,улица Рафиева,60,n3092873451,53.8630328
n288089584,Дежурная Аптека #8,pharmacy,Минск,Ленинский район,,,n288089584,53.8850926
n3110943511,Штолле,cafe,Минск,Советский район,,,n3110943511,53.9191317
n3798187947,Усадьба,restaurant,Минск,Партизанский район,,,n3798187947,53.9195442
n1112981475,McDonalds,fast_food,Минск,Советский район,улица Гамарника,,n1112981475,53.9548024
w358552983,д/с №139,kindergarten,Минск,Московский район,,,w358552983,53.8943999209839
w234882378,д/с №78,kindergarten,Минск,Заводской район,,,w234882378,53.8379823358936
n3881498734,KITCH'N,cafe,Минск,Центральный район,,,n3881498734,53.902926
w330228450,д/с №449,kindergarten,Минск,Заводской район,,,w330228450,53.8648805180311
w135423055,ДЦРР №91,kindergarten,Минск,Заводской район,,,w135423055,53.87117379972
w378115723,д/с №155,kindergarten,Минск,Партизанский район,,,w378115723,53.8837841336601
n2760474904,Аптечный киоск,pharmacy,Минск,Первомайский район,,,n2760474904,53.9366759
w226148459,Гимназия №14,school,Минск,Заводской район,,,w226148459,53.8714394227147
n4349589796,СДЮШОР по спортивной гимнастике и акробатике,school,Минск,Московский район,,,n4349589796,53.8972193
w374522715,д/с №262,kindergarten,Минск,Ленинский район,,,w374522715,53.8641449558387
w378995623,д/с №150,kindergarten,Минск,Центральный район,,,w378995623,53.9254056447258
n3203321127,CoffeeBerry (КофеБерри),cafe,Минск,Центральный район,,,n3203321127,53.9010459
n2965605239,Пицца Форум,cafe,Минск,Заводской район,,,n2965605239,53.8480423
w333302116,д/с №92,kindergarten,Минск,Фрунзенский район,,,w333302116,53.8950850991088
w339585131,СШ №1,school,Минск,Октябрьский район,,,w339585131,53.8800094460851
n1226855932,Зелёная аптека,pharmacy,Минск,Фрунзенский район,,,n1226855932,53.905874
w25322904,9-я городская поликлиника,hospital,Минск,Партизанский район,улица Щербакова,1,w25322904,53.8825057179436
n305681686,Grand Café,restaurant,Минск,Центральный район,,,n305681686,53.9022689
w337782664,д/с №229,kindergarten,Минск,Московский район,,,w337782664,53.8988233886601
w403294999,Белорусский государственный университет физкультуры,university,Минск,Центральный район,,,w403294999,53.9350047814174
n4292649942,Планета здоровья,pharmacy,Минск,Партизанский район,2-й переулок Багратиона,18а,n4292649942,53.9076701
w260314280,д/с №485,kindergarten,Минск,Заводской район,,,w260314280,53.8431089752032
n3256958477,Караоке Масква,cafe,Минск,Советский район,,,n3256958477,53.9295306
n3587801477,ЦКРОиР Заводского района,kindergarten,Минск,Заводской район,,,n3587801477,53.8730515
n1870460981,Столовая,cafe,Минск,Партизанский район,,,n1870460981,53.9239776
n3082335108,Аптека-53 ОДО Аптека №2,pharmacy,Минск,Московский район,улица Сергея Есенина,76,n3082335108,53.8614794
n1256667142,Сексологическое отделение Городского клинического психиатрического диспансера,hospital,Минск,Партизанский район,улица Менделеева,4,n1256667142,53.9011719
n305679950,Сш№89,school,Минск,Октябрьский район,,,n305679950,53.85009
r933780,Колледж искусств,university,Минск,Октябрьский район,улица Лейтенанта Кижеватова,9,r933780,53.850613971577
w351656799,Минский государственный энергетический колледж,college,Минск,Партизанский район,,,w351656799,53.8912716510979
n3874260669,Donutbox,cafe,Минск,Советский район,,,n3874260669,53.9133923
n1870460872,Столовая,fast_food,Минск,Советский район,,,n1870460872,53.921649
n3400289748,Jam Coffee,cafe,Минск,Московский район,,,n3400289748,53.8951741
n3870729172,МОКОЛОКО,cafe,Минск,Советский район,,,n3870729172,53.9257491
n2618472426,"медицинская лаборатория ""Синэво""",pharmacy,Минск,Московский район,,,n2618472426,53.8646695
n3877700763,Coffee cup,cafe,Минск,Ленинский район,,,n3877700763,53.900011
n1529615730,Планета Pizza,cafe,Минск,Центральный район,,,n1529615730,53.904438
n2339067660,,pharmacy,Минск,Первомайский район,,,n2339067660,53.9246355
n305687180,Белфармация А РУП Аптека №25,pharmacy,Минск,Партизанский район,улица Карвата,36,n305687180,53.90957
n305679338,Фарм Форум,pharmacy,Минск,Московский район,,,n305679338,53.9054096
n927193118,СШ №130,school,Минск,Ленинский район,,,n927193118,53.8388863
n3816908071,Папа Джонс,restaurant,Минск,Фрунзенский район,улица Скрипникова,11А,n3816908071,53.890448
n305676005,Ресторан,restaurant,Минск,Фрунзенский район,,,n305676005,53.90772
n4139152691,Доктор До #3,pharmacy,Минск,Советский район,,,n4139152691,53.9159308
n2341741384,Приемное отделение,hospital,Минск,Партизанский район,,,n2341741384,53.9226889
w351848386,д/с №160,kindergarten,Минск,Первомайский район,,,w351848386,53.9254973591069
n2631051551,АПТЕКА N 9 Витвар,pharmacy,Минск,Фрунзенский район,Сухаревская улица,16,n2631051551,53.8859297
w377735103,СШ №105,school,Минск,Московский район,,,w377735103,53.8889036367545
w23936990,Гимназия №28,school,Минск,Ленинский район,,,w23936990,53.8606444485633
n1773707349,,pharmacy,Минск,Ленинский район,Балтийская улица,19,n1773707349,53.8607405
n1845144017,Бар Россо,cafe,Минск,Центральный район,,,n1845144017,53.9232707
n4007218003,View,restaurant,Минск,Центральный район,,,n4007218003,53.9077049
w330228442,д/с №62,kindergarten,Минск,Первомайский район,,,w330228442,53.9193109203789
n305675483,№78,pharmacy,Минск,Московский район,,,n305675483,53.86335
w388813295,Кофеберри,cafe,Минск,Московский район,,,w388813295,53.8950288960989
w379543795,д/с №68,kindergarten,Минск,Заводской район,,,w379543795,53.8332245642692
n3977686958,Il Grottino,cafe,Минск,Центральный район,,,n3977686958,53.902082
n910677603,Bono,cafe,Минск,Первомайский район,,,n910677603,53.9270568
w25323163,П-ка №13,hospital,Минск,Советский район,улица Ломоносова,3,w25323163,53.9309139792089
n3094050212,Белфармация А РУП Аптека №26,pharmacy,Минск,Московский район,Сухая улица,28,n3094050212,53.9031227
n2408995684,,pharmacy,Минск,Партизанский район,,,n2408995684,53.8868154
w25325791,"УЗ ""34-я центральная районная клиническая поликлиника""",hospital,Минск,Советский район,улица Кульман,22,w25325791,53.9239791748412
n4352194492,Вильна,restaurant,Минск,Советский район,,,n4352194492,53.9556601
n989436316,Белфармация А РУП Аптека №112,pharmacy,Минск,Первомайский район,улица Гинтовта,28,n989436316,53.950656
w351854849,д/с №302,kindergarten,Минск,Советский район,,,w351854849,53.9546563384407
w238155620,,cafe,Минск,Октябрьский район,,,w238155620,53.8755559317219
n305678045,Биа,pharmacy,Минск,Фрунзенский район,,,n305678045,53.9143906
n4227093489,coffee&кава,cafe,Минск,Центральный район,,,n4227093489,53.9091255
n305683525,Эль Помидоро,cafe,Минск,Советский район,,,n305683525,53.9299981
w358552985,д/с №198,kindergarten,Минск,Московский район,,,w358552985,53.895350709852
n305685409,№16,pharmacy,Минск,Заводской район,,,n305685409,53.8690608
n3207817914,Маймедсервис,pharmacy,Минск,Партизанский район,улица Ванеева,6,n3207817914,53.884363
w334274801,д/с №362,kindergarten,Минск,Фрунзенский район,,,w334274801,53.9183093499264
n2620126792,"Синэво, медицинская лаборатория",hospital,Минск,Первомайский район,улица Гинтовта,12А,n2620126792,53.9483847
n4291419689,Польский дом ,school,Минск,Партизанский район,,,n4291419689,53.8992672
w344303797,"Дорожная больница на станции ""Минск"" БелЖД",hospital,Минск,Московский район,,,w344303797,53.8768744323513
n305685347,Столовая,cafe,Минск,Партизанский район,,,n305685347,53.8895562
n305679541,,restaurant,Минск,Московский район,,,n305679541,53.8895069
n4326836629,Аптека №11,pharmacy,Минск,Октябрьский район,,,n4326836629,53.8926147
n490010162,Юридический факультет БГУ,university,Минск,Московский район,,,n490010162,53.8940874
w330215612,д/с №112,kindergarten,Минск,Фрунзенский район,,,w330215612,53.9169052326009
n4131175089,Аптека No. 11,pharmacy,Минск,Советский район,,,n4131175089,53.9216741
n3147870207,Зебра,cafe,Минск,Первомайский район,,,n3147870207,53.9301707
w379352295,д/с №242,kindergarten,Минск,Партизанский район,,,w379352295,53.8842361311647
w380462468,д/с №34,kindergarten,Минск,Партизанский район,,,w380462468,53.8997759780891
w352601812,д/с №7,kindergarten,Минск,Московский район,,,w352601812,53.8474127242579
n4295536091,Domino's Pizza,fast_food,Минск,Московский район,,,n4295536091,53.8584072
n604715778,Минский государственный профессионально-технический колледж кулинарии,college,Минск,Заводской район,Партизанский проспект,70А,n604715778,53.8668154
n3240836634,Pharmacy,pharmacy,Минск,Московский район,проспект Дзержинского,122,n3240836634,53.8514903
n457943472,Константин,restaurant,Минск,Центральный район,,,n457943472,53.9166756
n281727408,,pharmacy,Минск,Первомайский район,,,n281727408,53.9272949
n2609162852,СШ №148,school,Минск,Советский район,,,n2609162852,53.9581535
n3082484716,Белмединфарм ООО Аптека №6,pharmacy,Минск,Октябрьский район,Ульяновская улица,41,n3082484716,53.8918997
n2553887367,Fresh cafe,cafe,Минск,Партизанский район,,,n2553887367,53.9100654
n3947832271,Музыкальная школа №6,school,Минск,Ленинский район,,,n3947832271,53.8594256
n4298928225,Планета здоровья №4,pharmacy,Минск,Первомайский район,Уручская улица,11А,n4298928225,53.9508285
w36072124,Аптека №62,pharmacy,Минск,Фрунзенский район,проспект Пушкина,42,w36072124,53.9099707084251
n4264548201,Суши весла,fast_food,Минск,Фрунзенский район,,,n4264548201,53.9057142
n305683448,Белинтерофицина,pharmacy,Минск,Советский район,,,n305683448,53.9139041
n3269290661,Apotheke,pharmacy,Минск,Советский район,,,n3269290661,53.9573627
w276072098,Гимназия №174,school,Минск,Московский район,,,w276072098,53.8514187393252
w379547411,СШ №43,school,Минск,Заводской район,,,w379547411,53.8413038534308
n2628184408,"Пицца ""Темпо""",cafe,Минск,Центральный район,,,n2628184408,53.9382331
n3528954722,icompot,cafe,Минск,Первомайский район,улица Академика Купревича,3,n3528954722,53.9277497
n3806333626,Доктор ДО,pharmacy,Минск,Московский район,,,n3806333626,53.8518824
n3233077095,,pharmacy,Минск,Московский район,,,n3233077095,53.8486481
n3334784222,Family Club,cafe,Минск,Партизанский район,,,n3334784222,53.9023648
w25325768,,hospital,Минск,Советский район,,,w25325768,53.9300209911174
n1259318778,"Кафе-ресторана ""Хуторок""",restaurant,Минск,Заводской район,,,n1259318778,53.8546449
n3936078363,,cafe,Минск,Заводской район,,,n3936078363,53.8837817
n2542056411,Аптека N8,pharmacy,Минск,Ленинский район,Игуменский тракт,11,n2542056411,53.8467126
n3166691971,Мануфактура,cafe,Минск,Ленинский район,улица Карла Маркса,17,n3166691971,53.8966092
n1870460931,"Столовая КУП ""Золотая Житница""",cafe,Минск,Центральный район,,,n1870460931,53.9031214
n2282278884,Автограф,cafe,Минск,Советский район,,,n2282278884,53.9285085
n2214405208,Старое русло,restaurant,Минск,Ленинский район,,,n2214405208,53.895944
w25322216,СШ №123,school,Минск,Ленинский район,проспект Рокоссовского,127А,w25322216,53.8566990602164
n636894588,Пицца Темпо,cafe,Минск,Советский район,,,n636894588,53.9258053
n1625145341,,pharmacy,Минск,Ленинский район,,,n1625145341,53.8513673
w336559325,д/с №269,kindergarten,Минск,Заводской район,,,w336559325,53.8581565115059
n3323574241,«Амстердам»,cafe,Минск,Октябрьский район,,,n3323574241,53.8426633
n2564387571,Масленница,fast_food,Минск,Фрунзенский район,,,n2564387571,53.9068852
w25435479,"Планета здоровья, аптека №7",pharmacy,Минск,Московский район,улица Розы Люксембург,80,w25435479,53.89362555
w80431217,Главный военный клинический медицинский центр,hospital,Минск,Советский район,,,w80431217,53.9174586219406
n1870460958,Столовая,fast_food,Минск,Советский район,,,n1870460958,53.9147345
n2197702562,Областной Родильный дом,hospital,Минск,Партизанский район,,,n2197702562,53.9228754
n3790084081,Заботливая аптека,pharmacy,Минск,Октябрьский район,,,n3790084081,53.8441278
n522813952,София,cafe,Минск,Партизанский район,,,n522813952,53.9071812
r22114,Белорусский государственный хореографический колледж,college,Минск,Фрунзенский район,улица Притыцкого,35,r22114,53.90784573721
n3881126619,Белфармация,pharmacy,Минск,Первомайский район,Водолажского,15,n3881126619,53.9427661
n3725945763,Рок-буффет,cafe,Минск,Советский район,улица Леонида Беды,2,n3725945763,53.9298152
n305679538,Благовест,hospital,Минск,Центральный район,улица Романовская Слобода,26,n305679538,53.9045363
n290142651,Сузор'е,cafe,Минск,Советский район,,,n290142651,53.9250265
w234896096,д/с №344,kindergarten,Минск,Заводской район,,,w234896096,53.8373364090603
n305675441,Искамед №16,pharmacy,Минск,Фрунзенский район,,,n305675441,53.9291031
w249898973,д/с №475,kindergarten,Минск,Фрунзенский район,,,w249898973,53.8967243698766
w362705719,PRO CAFE,cafe,Минск,Центральный район,,,w362705719,53.91020535
w341423539,СШ №71,school,Минск,Октябрьский район,,,w341423539,53.8472411842248
w86962375,д/с №200,kindergarten,Минск,Фрунзенский район,,,w86962375,53.8813720118012
n2332474076,Столовая Белавтодор,cafe,Минск,Фрунзенский район,,,n2332474076,53.9078676
n3664788279,Cafe Re,cafe,Минск,Центральный район,Зыбицкая улица,9,n3664788279,53.9056984
n577070633,Аль-Хамиль,cafe,Минск,Партизанский район,,,n577070633,53.9071526
w35817103,д/с №546,kindergarten,Минск,Московский район,,,w35817103,53.8643087284749
w352749481,СШ №5,school,Минск,Заводской район,,,w352749481,53.871784859596
n2623718280,Заботливая аптека,pharmacy,Минск,Московский район,улица Громова,20,n2623718280,53.8538233
w388832906,Coffee Box,cafe,Минск,Московский район,,,w388832906,53.8960330791007
n1176841708,,restaurant,Минск,Октябрьский район,,,n1176841708,53.8904357
n382884060,Сладкий фольварк,cafe,Минск,Центральный район,,,n382884060,53.9093053
n2626806083,Базилик,cafe,Минск,Первомайский район,улица Макаёнка,12,n2626806083,53.9218205
w329640372,д/с №80,kindergarten,Минск,Московский район,,,w329640372,53.8877433764363
n3419455386,СШ №96,school,Минск,Фрунзенский район,,,n3419455386,53.899112
n3207857814,Зеленая аптека,pharmacy,Минск,Ленинский район,,,n3207857814,53.8607358
n3253814200,Guru,cafe,Минск,Ленинский район,,,n3253814200,53.8968169
w333302117,д/с №224,kindergarten,Минск,Фрунзенский район,,,w333302117,53.8949554303796
n305676433,Salve,hospital,Минск,Фрунзенский район,,,n305676433,53.90336
n305674496,Охота,restaurant,Минск,Фрунзенский район,,,n305674496,53.8874284
n3640330871,Лаўскi,restaurant,Минск,Центральный район,улица Кирилла и Мефодия,6,n3640330871,53.9052907
w383066022,,university,Минск,Ленинский район,,,w383066022,53.8996854564779
n1181087507,,cafe,Минск,Заводской район,,,n1181087507,53.8708774
n305682954,Белинтерофицина,pharmacy,Минск,Советский район,,,n305682954,53.9180598
w351854835,д/с №154,kindergarten,Минск,Советский район,,,w351854835,53.9546042343704
w354591671,д/с №311,kindergarten,Минск,Октябрьский район,,,w354591671,53.8435199005031
w143974583,д/с №404,kindergarten,Минск,Советский район,,,w143974583,53.9219210665578
w312559151,д/с №559,kindergarten,Минск,Фрунзенский район,,,w312559151,53.8855560581155
n3951943714,,pharmacy,Минск,Фрунзенский район,,,n3951943714,53.9100503
n4315610599,Польский,restaurant,Минск,Центральный район,МКАД,,n4315610599,53.9661666
n2831750353,Столовая,fast_food,Минск,Ленинский район,улица Маяковского,115,n2831750353,53.8632157
n305684635,Белфармация А РУП Аптека №32,pharmacy,Минск,Советский район,улица Якуба Коласа,33,n305684635,53.9246208
n3187201394,Мини кафе,cafe,Минск,Фрунзенский район,,,n3187201394,53.9020773
n3946197689,Пицца Мания,cafe,Минск,Московский район,,,n3946197689,53.8654059
w102390080,д/с №429,kindergarten,Минск,Московский район,,,w102390080,53.8673457771983
w93175854,СШ №87,school,Минск,Партизанский район,,,w93175854,53.8876999427786
w332099413,СШ №20,school,Минск,Первомайский район,,,w332099413,53.9216287687486
n2930982472,Штолле,cafe,Минск,Октябрьский район,улица Свердлова,22,n2930982472,53.8936297
r5712701,Минский инновационный университет,university,Минск,Заводской район,,,r5712701,53.870665109287
n2593637764,New York hotdog,cafe,Минск,Октябрьский район,Бобруйская улица,6,n2593637764,53.8898208
n2620202427,МЭСИ,university,Минск,Ленинский район,,,n2620202427,53.8606598
w234867312,д/с №549,kindergarten,Минск,Московский район,,,w234867312,53.8585950516044
n3899450158,Аптека 12,pharmacy,Минск,Ленинский район,,,n3899450158,53.8993138
w147370203,д/с №98,kindergarten,Минск,Ленинский район,,,w147370203,53.8724579300639
n1013260156,,cafe,Минск,Октябрьский район,,,n1013260156,53.8844757
w351854830,д/с №286,kindergarten,Минск,Первомайский район,,,w351854830,53.9425391787891
w352995562,Гимназия №56,school,Минск,Октябрьский район,,,w352995562,53.8810950587217
n936943481,,pharmacy,Минск,Московский район,,,n936943481,53.8459268
n4123783992,Bocafe,cafe,Минск,Центральный район,улица Киселёва,11,n4123783992,53.9112868
n4264191616,"Кафе ""Вираж""",cafe,Минск,Центральный район,Уровень 3,,n4264191616,53.9349043
n305683418,Доктор До (круглосуточно),pharmacy,Минск,Советский район,,,n305683418,53.9174396
n3937957752,ДЭПО,cafe,Минск,Ленинский район,,,n3937957752,53.8900481
n4341162598,Surf Coffee,cafe,Минск,Ленинский район,,,n4341162598,53.8971712
n1244311443,За100лье,restaurant,Минск,Московский район,,,n1244311443,53.8968966
n3665463470,,pharmacy,Минск,Фрунзенский район,,,n3665463470,53.9244259
n281729012,,pharmacy,Минск,Первомайский район,,,n281729012,53.9118039
w78411554,DonCoffeon,cafe,Минск,Центральный район,Зыбицкая улица,9,w78411554,53.9055654847094
n277337819,Спадчына,restaurant,Минск,Центральный район,,,n277337819,53.911241
n305683857,Стоматология ОО «Белорусский фонд помощи спортсменам-инвалидам»,hospital,Минск,Партизанский район,,,n305683857,53.88869
n3270433157,Лобби-бар,restaurant,Минск,Московский район,,,n3270433157,53.8969522
n3147987613,TeaFunny,cafe,Минск,Первомайский район,улица Толбухина,1,n3147987613,53.9249476
w352044054,СШ №151,school,Минск,Фрунзенский район,,,w352044054,53.8996898444094
w88197405,д/с №524,kindergarten,Минск,Московский район,,,w88197405,53.8577687453647
n3086080249,Белфармация А РУП Аптека №104,pharmacy,Минск,Центральный район,Нарочанская улица,17,n3086080249,53.932579
n529811208,Пинта,restaurant,Минск,Московский район,,,n529811208,53.8977868
n4160630589,средняя школа #25,school,Минск,Московский район,,,n4160630589,53.8456229
n3207897043,Экватор,cafe,Минск,Ленинский район,,,n3207897043,53.8662351
n639572621,Камяница,restaurant,Минск,Партизанский район,,,n639572621,53.9003069
w312493134,СШ №217,school,Минск,Фрунзенский район,,,w312493134,53.8894484132069
w386641613,,school,Минск,Заводской район,,,w386641613,53.8362595588405
w342472832,д/с №277,kindergarten,Минск,Заводской район,,,w342472832,53.8664047637548
n3716797865,Форца-пицца,restaurant,Минск,Ленинский район,Рабочий переулок,3,n3716797865,53.8858477
w388985469,Лигматон,pharmacy,Минск,Центральный район,,,w388985469,53.9256516
w147370202,д/с №409,kindergarten,Минск,Ленинский район,,,w147370202,53.8709993752595
w426200628,Учебный центр МВД Республики Беларусь,university,Минск,Московский район,,,w426200628,53.8948939512376
n1770809343,Капучино,cafe,Минск,Октябрьский район,,,n1770809343,53.807776
